facility_id,report_timestamp,report_hour,total_rack_units,occupied_rack_units,server_utilization_pct,rack_type,cooling_temp_celsius,cooling_efficiency_pue,active_servers,failed_servers,maintenance_servers,network_throughput_gbps,network_utilization_pct,report_source
DAL-01,2026-05-06T00:00:00,0,1868,512,55.07,storage_dense,19.1,1.254,545,4,10,74.83,57.57,DCIM_EXPORT
DAL-01,2026-05-06T01:00:00,1,1994,511,47.81,storage_dense,25.4,1.658,278,5,2,27.09,76.25,DCIM_EXPORT
DAL-01,2026-05-06T02:00:00,2,1632,366,44.09,standard_1U,20.3,1.427,267,0,8,93.84,66.35,DCIM_EXPORT
DAL-01,2026-05-06T03:00:00,3,1772,656,45.0,gpu_compute,21.9,1.594,679,2,1,45.55,58.68,DCIM_EXPORT
DAL-01,2026-05-06T04:00:00,4,1241,925,54.87,storage_dense,24.9,1.457,294,0,10,69.61,76.22,DCIM_EXPORT
DAL-01,2026-05-06T05:00:00,5,1668,936,57.2,storage_dense,23.5,1.412,208,5,0,93.32,63.6,DCIM_EXPORT
DAL-01,2026-05-06T06:00:00,6,1686,1001,52.17,blade,18.5,1.532,642,0,8,36.07,63.12,DCIM_EXPORT
DAL-01,2026-05-06T07:00:00,7,926,864,57.64,gpu_compute,21.7,1.797,586,5,6,82.83,81.28,DCIM_EXPORT
DAL-01,2026-05-06T08:00:00,8,1774,543,50.01,storage_dense,22.5,1.251,786,1,9,12.56,55.28,DCIM_EXPORT
DAL-01,2026-05-06T09:00:00,9,1051,1280,79.5,standard_1U,20.4,1.669,419,2,3,75.74,45.08,DCIM_EXPORT
DAL-01,2026-05-06T10:00:00,10,824,1103,73.93,networking,21.4,1.485,447,1,6,34.1,31.75,DCIM_EXPORT
DAL-01,2026-05-06T11:00:00,11,1830,890,66.24,blade,19.6,1.21,264,5,1,65.89,52.7,DCIM_EXPORT
DAL-01,2026-05-06T12:00:00,12,1623,1414,79.02,gpu_compute,24.7,1.571,641,4,0,43.19,56.56,DCIM_EXPORT
DAL-01,2026-05-06T13:00:00,13,1258,1215,68.57,blade,24.2,1.404,296,0,2,48.36,56.68,DCIM_EXPORT
DAL-01,2026-05-06T14:00:00,14,1722,1268,78.64,networking,19.6,1.608,363,5,8,99.9,70.78,DCIM_EXPORT
DAL-01,2026-05-06T15:00:00,15,1031,651,72.53,gpu_compute,26.7,1.367,497,1,10,56.6,34.15,DCIM_EXPORT
DAL-01,2026-05-06T16:00:00,16,1486,936,68.51,blade,19.3,1.413,336,1,6,33.43,57.51,DCIM_EXPORT
DAL-01,2026-05-06T17:00:00,17,1442,723,67.41,networking,18.6,1.385,303,3,4,35.33,40.49,DCIM_EXPORT
DAL-01,2026-05-06T18:00:00,18,1594,754,75.04,networking,25.0,1.224,758,4,4,59.33,54.19,DCIM_EXPORT
DAL-01,2026-05-06T19:00:00,19,985,616,48.76,blade,20.1,1.204,485,3,7,75.63,55.04,DCIM_EXPORT
DAL-01,2026-05-06T20:00:00,20,1034,697,50.34,standard_1U,20.5,1.79,788,5,6,31.67,52.16,DCIM_EXPORT
DAL-01,2026-05-06T21:00:00,21,1909,366,40.28,standard_1U,23.9,1.595,503,5,4,63.63,77.23,DCIM_EXPORT
DAL-01,2026-05-06T22:00:00,22,1211,841,49.81,standard_1U,19.3,1.649,272,1,0,45.12,31.37,DCIM_EXPORT
DAL-01,2026-05-06T23:00:00,23,839,656,40.2,networking,24.5,1.613,658,0,9,18.32,52.4,DCIM_EXPORT
DAL-02,2026-05-06T00:00:00,0,1842,696,41.63,standard_1U,24.5,1.665,522,5,3,99.01,72.47,DCIM_EXPORT
DAL-02,2026-05-06T01:00:00,1,1843,736,57.52,blade,24.0,1.774,374,5,7,89.28,82.47,DCIM_EXPORT
DAL-02,2026-05-06T02:00:00,2,1566,707,52.07,storage_dense,21.6,1.57,563,2,6,17.4,82.26,DCIM_EXPORT
DAL-02,2026-05-06T03:00:00,3,1983,478,52.69,storage_dense,20.6,1.543,543,4,4,30.03,35.7,DCIM_EXPORT
DAL-02,2026-05-06T04:00:00,4,898,973,52.32,networking,18.7,1.363,692,2,3,10.5,83.13,DCIM_EXPORT
DAL-02,2026-05-06T05:00:00,5,998,767,50.35,gpu_compute,21.1,1.63,236,0,1,20.3,69.52,DCIM_EXPORT
DAL-02,2026-05-06T06:00:00,6,1809,449,55.8,blade,20.9,1.23,202,3,1,55.2,67.04,DCIM_EXPORT
DAL-02,2026-05-06T07:00:00,7,1894,845,55.42,networking,26.6,1.57,330,5,8,84.46,40.41,DCIM_EXPORT
DAL-02,2026-05-06T08:00:00,8,1649,895,54.43,standard_1U,18.7,1.263,720,2,9,32.9,76.43,DCIM_EXPORT
DAL-02,2026-05-06T09:00:00,9,1070,1218,79.24,networking,20.2,1.348,783,2,10,95.59,46.35,DCIM_EXPORT
DAL-02,2026-05-06T10:00:00,10,1894,1250,65.91,standard_1U,20.9,1.204,343,1,6,88.14,39.92,DCIM_EXPORT
DAL-02,2026-05-06T11:00:00,11,897,1274,65.47,gpu_compute,23.9,1.488,705,5,8,12.52,36.84,DCIM_EXPORT
DAL-02,2026-05-06T12:00:00,12,1132,1408,73.3,gpu_compute,18.2,1.356,622,3,0,91.59,81.87,DCIM_EXPORT
DAL-02,2026-05-06T13:00:00,13,1267,1171,73.01,blade,21.4,1.257,721,0,10,61.34,71.86,DCIM_EXPORT
DAL-02,2026-05-06T14:00:00,14,814,1044,74.26,blade,21.4,1.556,690,0,4,50.21,52.15,DCIM_EXPORT
DAL-02,2026-05-06T15:00:00,15,1207,892,72.82,blade,24.0,1.783,633,5,8,31.71,36.4,DCIM_EXPORT
DAL-02,2026-05-06T16:00:00,16,1836,941,65.31,gpu_compute,27.0,1.367,547,4,6,93.0,37.02,DCIM_EXPORT
DAL-02,2026-05-06T17:00:00,17,1962,1175,66.12,gpu_compute,18.7,1.766,737,0,2,45.83,55.13,DCIM_EXPORT
DAL-02,2026-05-06T18:00:00,18,982,1416,76.39,gpu_compute,24.2,1.476,304,0,0,77.77,31.52,DCIM_EXPORT
DAL-02,2026-05-06T19:00:00,19,1316,668,58.99,gpu_compute,25.0,1.781,415,1,5,72.93,32.14,DCIM_EXPORT
DAL-02,2026-05-06T20:00:00,20,944,896,53.44,standard_1U,19.3,1.279,407,0,9,11.96,31.39,DCIM_EXPORT
DAL-02,2026-05-06T21:00:00,21,1418,454,55.22,standard_1U,26.2,1.377,318,0,10,86.75,46.31,DCIM_EXPORT
DAL-02,2026-05-06T22:00:00,22,1714,398,43.91,storage_dense,26.9,1.528,476,0,8,66.83,69.8,DCIM_EXPORT
DAL-02,2026-05-06T23:00:00,23,1345,513,49.93,gpu_compute,18.2,1.352,343,4,2,42.83,71.11,DCIM_EXPORT
ATL-01,2026-05-06T00:00:00,0,1041,960,54.26,networking,22.1,1.705,695,0,9,20.33,34.43,DCIM_EXPORT
ATL-01,2026-05-06T01:00:00,1,1747,710,51.04,standard_1U,21.4,1.561,797,1,4,49.76,76.69,DCIM_EXPORT
ATL-01,2026-05-06T02:00:00,2,1970,1085,56.95,blade,26.9,1.715,235,4,10,17.05,34.27,DCIM_EXPORT
ATL-01,2026-05-06T03:00:00,3,1242,845,47.56,networking,19.3,1.279,594,1,4,63.3,54.07,DCIM_EXPORT
